State,District,tier,positive_1,positive_2,positive_3,negative_1,negative_2,negative_3
Odisha,Keonjhar,Tier IV - Improvement Potential Districts,poverty_log (0.64),avg_days_per_hh (0.39),women_pct (0.39),wage_timeliness_pct (-0.14),night_lights_log (-0.02),agri_worker_pct (0.04)
Odisha,Khordha,Tier II - Strong Performing Districts,women_pct (0.52),avg_days_per_hh (0.40),persondays_per_hh (0.21),female_literacy_pct (-0.11),night_lights_log (-0.07),agri_worker_pct (-0.04)
Odisha,Koraput,Tier I - High Impact Districts,avg_days_per_hh (1.54),persondays_per_hh (1.15),women_pct (0.42),female_literacy_pct (-0.15),agri_worker_pct (-0.09),poverty_log (-0.05)
Odisha,Malkangiri,Tier I - High Impact Districts,persondays_per_hh (0.87),avg_days_per_hh (0.76),women_pct (0.58),female_literacy_pct (-0.33),poverty_log (-0.23),night_lights_log (-0.07)
Odisha,Mayurbhanj,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.31),female_literacy_pct (0.31),persondays_per_hh (0.20),poverty_log (-0.12),agri_worker_pct (-0.08),wage_timeliness_pct (-0.02)
Odisha,Nabarangpur,Tier I - High Impact Districts,avg_days_per_hh (1.53),persondays_per_hh (1.05),women_pct (0.48),poverty_log (-0.27),female_literacy_pct (-0.17),agri_worker_pct (-0.15)
Odisha,Nayagarh,Tier II - Strong Performing Districts,women_pct (0.44),poverty_log (0.35),agri_worker_pct (0.30),persondays_per_hh (-0.38),avg_days_per_hh (-0.12),female_literacy_pct (0.07)
Odisha,Nuapada,Tier IV - Improvement Potential Districts,poverty_log (0.77),avg_days_per_hh (0.37),persondays_per_hh (0.27),wage_timeliness_pct (-0.14),women_pct (-0.08),night_lights_log (-0.02)
Odisha,Puri,Tier II - Strong Performing Districts,avg_days_per_hh (0.94),women_pct (0.47),persondays_per_hh (0.43),female_literacy_pct (-0.07),night_lights_log (-0.04),agri_worker_pct (0.02)
Odisha,Rayagada,Tier IV - Improvement Potential Districts,poverty_log (0.79),women_pct (0.31),wage_timeliness_pct (0.25),agri_worker_pct (-0.04),scst_pct (-0.04),night_lights_log (-0.01)
Odisha,Sambalpur,Tier I - High Impact Districts,persondays_per_hh (0.87),female_literacy_pct (0.61),women_pct (0.60),poverty_log (-0.11),agri_worker_pct (-0.08),night_lights_log (-0.03)
Odisha,Sonepur,Tier II - Strong Performing Districts,avg_days_per_hh (0.50),agri_worker_pct (0.37),poverty_log (0.33),scst_pct (-0.25),female_literacy_pct (-0.08),persondays_per_hh (0.03)
Odisha,Sundargarh,Tier I - High Impact Districts,avg_days_per_hh (1.49),persondays_per_hh (1.16),female_literacy_pct (0.44),poverty_log (-0.39),women_pct (-0.18),night_lights_log (0.09)
Puducherry,Karaikal,Tier III - Inclusive Development Districts,women_pct (3.40),poverty_log (0.34),avg_days_per_hh (0.29),wage_timeliness_pct (-0.64),scst_pct (0.02),persondays_per_hh (0.06)
Puducherry,Puducherry,Tier III - Inclusive Development Districts,women_pct (3.61),poverty_log (0.37),avg_days_per_hh (0.30),scst_pct (0.03),wage_timeliness_pct (0.07),persondays_per_hh (0.09)
Punjab,Amritsar,Tier IV - Improvement Potential Districts,scst_pct (0.63),night_lights_log (0.36),poverty_log (0.13),persondays_per_hh (-0.38),avg_days_per_hh (-0.25),wage_timeliness_pct (-0.01)
Punjab,Barnala,Tier III - Inclusive Development Districts,women_pct (2.86),avg_days_per_hh (0.82),poverty_log (0.45),scst_pct (-0.05),wage_timeliness_pct (0.06),female_literacy_pct (0.08)
Punjab,Bathinda,Tier III - Inclusive Development Districts,women_pct (2.91),avg_days_per_hh (0.58),poverty_log (0.45),scst_pct (-0.05),female_literacy_pct (0.05),wage_timeliness_pct (0.06)
Punjab,Faridkot,Tier III - Inclusive Development Districts,avg_days_per_hh (1.21),poverty_log (0.53),persondays_per_hh (0.32),scst_pct (-0.03),female_literacy_pct (0.01),wage_timeliness_pct (0.03)
Punjab,Fatehgarh Sahib,Tier IV - Improvement Potential Districts,scst_pct (0.49),night_lights_log (0.33),poverty_log (0.14),women_pct (-0.35),female_literacy_pct (-0.03),wage_timeliness_pct (0.03)
Punjab,Ferozepur,Tier II - Strong Performing Districts,avg_days_per_hh (0.93),persondays_per_hh (0.50),agri_worker_pct (0.33),scst_pct (-0.26),female_literacy_pct (-0.14),night_lights_log (-0.01)
Punjab,Gurdaspur,Tier II - Strong Performing Districts,avg_days_per_hh (0.84),persondays_per_hh (0.48),women_pct (0.28),poverty_log (-0.58),agri_worker_pct (-0.14),night_lights_log (-0.10)
Punjab,Hoshiarpur,Tier II - Strong Performing Districts,avg_days_per_hh (0.82),women_pct (0.51),persondays_per_hh (0.45),poverty_log (-0.31),scst_pct (-0.17),agri_worker_pct (-0.08)
Punjab,Jalandhar,Tier III - Inclusive Development Districts,women_pct (3.15),avg_days_per_hh (0.55),poverty_log (0.35),scst_pct (-0.05),agri_worker_pct (0.02),wage_timeliness_pct (0.06)
Punjab,Kapurthala,Tier III - Inclusive Development Districts,women_pct (3.11),avg_days_per_hh (0.52),poverty_log (0.38),scst_pct (-0.05),wage_timeliness_pct (0.06),female_literacy_pct (0.12)
Punjab,Ludhiana,Tier III - Inclusive Development Districts,women_pct (3.71),avg_days_per_hh (0.40),poverty_log (0.36),scst_pct (0.01),agri_worker_pct (0.03),wage_timeliness_pct (0.15)
Punjab,Mansa,Tier III - Inclusive Development Districts,women_pct (3.00),avg_days_per_hh (0.74),night_lights_log (0.22),scst_pct (-0.02),female_literacy_pct (0.04),wage_timeliness_pct (0.05)
Punjab,Moga,Tier III - Inclusive Development Districts,women_pct (3.04),avg_days_per_hh (0.57),poverty_log (0.41),scst_pct (-0.04),female_literacy_pct (0.05),wage_timeliness_pct (0.15)
Punjab,Patiala,Tier III - Inclusive Development Districts,women_pct (2.96),avg_days_per_hh (0.57),poverty_log (0.32),agri_worker_pct (0.05),scst_pct (0.05),wage_timeliness_pct (0.05)
Punjab,Rupnagar,Tier III - Inclusive Development Districts,women_pct (3.13),avg_days_per_hh (0.57),poverty_log (0.32),agri_worker_pct (0.01),scst_pct (0.01),female_literacy_pct (0.16)
Punjab,Sangrur,Tier III - Inclusive Development Districts,women_pct (3.04),avg_days_per_hh (0.58),poverty_log (0.40),scst_pct (0.00),female_literacy_pct (0.07),wage_timeliness_pct (0.15)
Punjab,S.A.S Nagar,Tier III - Inclusive Development Districts,women_pct (3.13),avg_days_per_hh (0.54),poverty_log (0.35),agri_worker_pct (-0.15),scst_pct (0.01),wage_timeliness_pct (0.05)
Punjab,Shahid Bhagat Singh Nagar,Tier III - Inclusive Development Districts,women_pct (3.12),avg_days_per_hh (0.56),poverty_log (0.32),scst_pct (-0.07),agri_worker_pct (0.01),wage_timeliness_pct (0.05)
Punjab,Sri Muktsar Sahib,Tier IV - Improvement Potential Districts,scst_pct (0.51),women_pct (0.49),wage_timeliness_pct (0.15),persondays_per_hh (-0.48),avg_days_per_hh (-0.45),poverty_log (-0.17)
Punjab,Tarn Taran,Tier IV - Improvement Potential Districts,scst_pct (0.36),avg_days_per_hh (0.33),persondays_per_hh (0.26),poverty_log (-0.37),female_literacy_pct (-0.16),agri_worker_pct (-0.09)
Rajasthan,Ajmer,Tier I - High Impact Districts,avg_days_per_hh (1.13),persondays_per_hh (0.99),wage_timeliness_pct (0.28),women_pct (-0.58),female_literacy_pct (-0.08),scst_pct (0.06)
Rajasthan,Alwar,Tier III - Inclusive Development Districts,women_pct (3.15),avg_days_per_hh (0.55),night_lights_log (0.32),female_literacy_pct (-0.28),poverty_log (-0.05),agri_worker_pct (0.01)
Rajasthan,Banswara,Tier I - High Impact Districts,avg_days_per_hh (1.86),persondays_per_hh (1.34),wage_timeliness_pct (0.28),women_pct (-0.20),female_literacy_pct (-0.10),poverty_log (-0.04)
Rajasthan,Baran,Tier IV - Improvement Potential Districts,women_pct (0.55),avg_days_per_hh (0.40),female_literacy_pct (0.35),wage_timeliness_pct (-0.07),agri_worker_pct (-0.04),night_lights_log (-0.03)
Rajasthan,Barmer,Tier I - High Impact Districts,avg_days_per_hh (2.01),persondays_per_hh (1.25),night_lights_log (0.09),women_pct (-0.18),female_literacy_pct (-0.11),poverty_log (-0.05)
Rajasthan,Bharatpur,Tier III - Inclusive Development Districts,women_pct (2.62),avg_days_per_hh (0.70),persondays_per_hh (0.28),female_literacy_pct (-0.21),poverty_log (-0.08),wage_timeliness_pct (0.02)
Rajasthan,Bhilwara,Tier I - High Impact Districts,avg_days_per_hh (1.61),persondays_per_hh (1.14),wage_timeliness_pct (0.31),women_pct (-0.39),scst_pct (0.10),agri_worker_pct (0.11)
Rajasthan,Bikaner,Tier I - High Impact Districts,avg_days_per_hh (1.63),persondays_per_hh (1.13),wage_timeliness_pct (0.22),women_pct (-0.17),female_literacy_pct (-0.12),poverty_log (-0.03)
Rajasthan,Bundi,Tier III - Inclusive Development Districts,women_pct (2.85),wage_timeliness_pct (0.19),night_lights_log (0.18),female_literacy_pct (-0.52),avg_days_per_hh (-0.12),poverty_log (-0.06)
Rajasthan,Chittorgarh,Tier I - High Impact Districts,avg_days_per_hh (0.76),persondays_per_hh (0.71),wage_timeliness_pct (0.30),women_pct (-0.39),poverty_log (-0.05),scst_pct (0.10)
Rajasthan,Churu,Tier IV - Improvement Potential Districts,women_pct (0.55),female_literacy_pct (0.47),avg_days_per_hh (0.36),scst_pct (-0.15),night_lights_log (0.02),wage_timeliness_pct (0.02)
Rajasthan,Dausa,Tier III - Inclusive Development Districts,women_pct (3.67),avg_days_per_hh (0.49),night_lights_log (0.29),female_literacy_pct (-0.30),poverty_log (-0.08),scst_pct (-0.07)
Rajasthan,Dholpur,Tier IV - Improvement Potential Districts,poverty_log (0.55),avg_days_per_hh (0.46),female_literacy_pct (0.45),scst_pct (-0.28),agri_worker_pct (-0.07),wage_timeliness_pct (-0.05)
Rajasthan,Dungarpur,Tier I - High Impact Districts,avg_days_per_hh (1.98),persondays_per_hh (1.27),agri_worker_pct (0.21),women_pct (-0.29),poverty_log (-0.28),wage_timeliness_pct (-0.05)
Rajasthan,Ganganagar,Tier IV - Improvement Potential Districts,women_pct (3.10),agri_worker_pct (0.21),avg_days_per_hh (0.19),poverty_log (-0.11),scst_pct (-0.05),night_lights_log (-0.04)
Rajasthan,Hanumangarh,Tier IV - Improvement Potential Districts,female_literacy_pct (0.51),avg_days_per_hh (0.35),persondays_per_hh (0.25),scst_pct (-0.20),women_pct (-0.19),poverty_log (-0.10)
Rajasthan,Jaipur,Tier III - Inclusive Development Districts,women_pct (3.79),avg_days_per_hh (0.39),night_lights_log (0.26),agri_worker_pct (-0.19),female_literacy_pct (0.02),poverty_log (0.06)
Rajasthan,Jaisalmer,Tier I - High Impact Districts,avg_days_per_hh (2.00),persondays_per_hh (1.29),wage_timeliness_pct (0.25),women_pct (-0.28),female_literacy_pct (-0.05),poverty_log (-0.04)
Rajasthan,Jalore,Tier I - High Impact Districts,avg_days_per_hh (1.61),persondays_per_hh (1.10),agri_worker_pct (0.13),women_pct (-0.34),wage_timeliness_pct (-0.01),poverty_log (0.00)
Rajasthan,Jhalawar,Tier I - High Impact Districts,avg_days_per_hh (1.57),persondays_per_hh (1.10),night_lights_log (0.26),women_pct (-0.17),wage_timeliness_pct (-0.14),agri_worker_pct (-0.09)
Rajasthan,Jhunjhunu,Tier IV - Improvement Potential Districts,agri_worker_pct (0.36),women_pct (0.31),avg_days_per_hh (0.28),poverty_log (-0.20),female_literacy_pct (-0.07),night_lights_log (-0.06)
Rajasthan,Jodhpur,Tier I - High Impact Districts,persondays_per_hh (0.85),avg_days_per_hh (0.73),poverty_log (0.18),women_pct (-0.51),night_lights_log (0.03),scst_pct (0.07)
Rajasthan,Karauli,Tier IV - Improvement Potential Districts,women_pct (0.58),avg_days_per_hh (0.40),persondays_per_hh (0.22),wage_timeliness_pct (-0.09),female_literacy_pct (-0.06),agri_worker_pct (-0.06)
Rajasthan,Kota,Tier I - High Impact Districts,persondays_per_hh (0.58),female_literacy_pct (0.55),wage_timeliness_pct (0.22),women_pct (-0.83),night_lights_log (-0.17),poverty_log (0.04)
Rajasthan,Nagaur,Tier I - High Impact Districts,avg_days_per_hh (1.60),persondays_per_hh (1.09),female_literacy_pct (0.16),women_pct (-0.26),wage_timeliness_pct (-0.15),scst_pct (0.04)
Rajasthan,Pali,Tier I - High Impact Districts,avg_days_per_hh (1.88),persondays_per_hh (1.25),wage_timeliness_pct (0.32),women_pct (-0.40),agri_worker_pct (-0.05),poverty_log (0.10)
Rajasthan,Pratapgarh,Tier I - High Impact Districts,avg_days_per_hh (1.90),persondays_per_hh (1.33),agri_worker_pct (0.18),women_pct (-0.20),female_literacy_pct (-0.06),wage_timeliness_pct (-0.06)
Rajasthan,Rajsamand,Tier I - High Impact Districts,avg_days_per_hh (1.88),persondays_per_hh (1.20),night_lights_log (0.21),women_pct (-0.54),wage_timeliness_pct (0.07),scst_pct (0.09)
Rajasthan,Sawai Madhopur,Tier IV - Improvement Potential Districts,women_pct (0.57),avg_days_per_hh (0.40),persondays_per_hh (0.22),female_literacy_pct (-0.07),wage_timeliness_pct (-0.04),night_lights_log (-0.01)
Rajasthan,Sikar,Tier III - Inclusive Development Districts,women_pct (3.34),night_lights_log (0.19),female_literacy_pct (0.17),avg_days_per_hh (-0.97),persondays_per_hh (-0.46),poverty_log (-0.10)
Rajasthan,Sirohi,Tier I - High Impact Districts,avg_days_per_hh (2.07),persondays_per_hh (1.30),scst_pct (0.13),women_pct (-0.37),wage_timeliness_pct (-0.07),agri_worker_pct (-0.05)
Rajasthan,Tonk,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.32),scst_pct (0.28),persondays_per_hh (0.22),women_pct (-0.33),agri_worker_pct (-0.01),poverty_log (0.04)
Rajasthan,Udaipur,Tier I - High Impact Districts,persondays_per_hh (0.77),avg_days_per_hh (0.75),agri_worker_pct (0.19),women_pct (-0.41),wage_timeliness_pct (-0.11),poverty_log (-0.05)
Sikkim,Gangtok,Tier IV - Improvement Potential Districts,women_pct (0.52),scst_pct (0.38),avg_days_per_hh (0.31),poverty_log (-0.39),female_literacy_pct (-0.13),night_lights_log (-0.05)
Sikkim,Gyalshing,Tier I - High Impact Districts,persondays_per_hh (0.85),avg_days_per_hh (0.74),poverty_log (0.28),wage_timeliness_pct (-0.08),women_pct (-0.01),night_lights_log (0.01)
Sikkim,Mangan,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.30),agri_worker_pct (0.28),persondays_per_hh (0.23),women_pct (-0.27),female_literacy_pct (-0.04),poverty_log (0.07)
Sikkim,Namchi,Tier II - Strong Performing Districts,avg_days_per_hh (0.55),women_pct (0.49),persondays_per_hh (0.29),scst_pct (-0.24),agri_worker_pct (-0.14),female_literacy_pct (0.05)
Tamil Nadu,Ariyalur,Tier III - Inclusive Development Districts,women_pct (3.49),avg_days_per_hh (0.39),night_lights_log (0.26),wage_timeliness_pct (-0.30),scst_pct (0.04),female_literacy_pct (0.05)
Tamil Nadu,Chennai,Tier III - Inclusive Development Districts,women_pct (3.58),female_literacy_pct (0.40),avg_days_per_hh (0.30),agri_worker_pct (-0.68),scst_pct (0.03),persondays_per_hh (0.15)
Tamil Nadu,Coimbatore,Tier III - Inclusive Development Districts,women_pct (3.78),poverty_log (0.39),avg_days_per_hh (0.31),wage_timeliness_pct (-0.30),scst_pct (0.02),persondays_per_hh (0.15)
Tamil Nadu,Cuddalore,Tier III - Inclusive Development Districts,women_pct (3.51),avg_days_per_hh (0.43),poverty_log (0.37),scst_pct (-0.02),wage_timeliness_pct (0.00),persondays_per_hh (0.11)
Tamil Nadu,Dharmapuri,Tier III - Inclusive Development Districts,women_pct (3.58),poverty_log (0.42),avg_days_per_hh (0.35),scst_pct (0.01),female_literacy_pct (0.03),wage_timeliness_pct (0.03)
Tamil Nadu,Dindigul,Tier III - Inclusive Development Districts,women_pct (3.90),poverty_log (0.39),night_lights_log (0.22),avg_days_per_hh (-0.07),scst_pct (0.03),persondays_per_hh (0.06)
Tamil Nadu,Erode,Tier III - Inclusive Development Districts,women_pct (3.89),poverty_log (0.45),night_lights_log (0.20),avg_days_per_hh (-0.17),wage_timeliness_pct (0.03),scst_pct (0.05)
Tamil Nadu,Kancheepuram,Tier III - Inclusive Development Districts,women_pct (3.43),female_literacy_pct (0.45),poverty_log (0.37),avg_days_per_hh (-1.17),persondays_per_hh (-0.63),scst_pct (0.00)
Tamil Nadu,Kanniyakumari,Tier III - Inclusive Development Districts,women_pct (3.49),female_literacy_pct (0.62),poverty_log (0.20),avg_days_per_hh (-1.17),persondays_per_hh (-0.56),agri_worker_pct (0.00)
Tamil Nadu,Karur,Tier III - Inclusive Development Districts,women_pct (3.44),poverty_log (0.33),female_literacy_pct (0.16),avg_days_per_hh (-1.28),persondays_per_hh (-0.59),wage_timeliness_pct (0.01)
Tamil Nadu,Krishnagiri,Tier III - Inclusive Development Districts,women_pct (3.78),poverty_log (0.44),avg_days_per_hh (0.33),scst_pct (0.02),wage_timeliness_pct (0.02),female_literacy_pct (0.09)
Tamil Nadu,Madurai,Tier III - Inclusive Development Districts,women_pct (3.79),poverty_log (0.43),avg_days_per_hh (0.32),wage_timeliness_pct (-0.03),scst_pct (0.04),agri_worker_pct (0.14)
Tamil Nadu,Nagapattinam,Tier III - Inclusive Development Districts,women_pct (3.75),avg_days_per_hh (0.42),poverty_log (0.35),scst_pct (-0.05),wage_timeliness_pct (0.06),agri_worker_pct (0.10)
Tamil Nadu,Namakkal,Tier III - Inclusive Development Districts,women_pct (3.81),poverty_log (0.43),avg_days_per_hh (0.37),scst_pct (0.04),wage_timeliness_pct (0.06),female_literacy_pct (0.08)
Tamil Nadu,Perambalur,Tier III - Inclusive Development Districts,women_pct (3.57),poverty_log (0.46),avg_days_per_hh (0.36),scst_pct (-0.02),wage_timeliness_pct (0.05),female_literacy_pct (0.10)
Tamil Nadu,Pudukkottai,Tier III - Inclusive Development Districts,women_pct (3.79),poverty_log (0.40),avg_days_per_hh (0.37),scst_pct (0.02),wage_timeliness_pct (0.04),female_literacy_pct (0.10)
Tamil Nadu,Ramanathapuram,Tier III - Inclusive Development Districts,women_pct (3.84),poverty_log (0.40),female_literacy_pct (0.28),avg_days_per_hh (-0.26),persondays_per_hh (-0.02),wage_timeliness_pct (0.05)
Tamil Nadu,Salem,Tier III - Inclusive Development Districts,women_pct (3.80),poverty_log (0.46),avg_days_per_hh (0.35),scst_pct (0.02),wage_timeliness_pct (0.06),female_literacy_pct (0.07)
Tamil Nadu,Sivaganga,Tier III - Inclusive Development Districts,women_pct (3.74),poverty_log (0.36),female_literacy_pct (0.29),avg_days_per_hh (-0.77),persondays_per_hh (-0.29),scst_pct (0.10)
Tamil Nadu,Thanjavur,Tier III - Inclusive Development Districts,women_pct (3.85),avg_days_per_hh (0.37),poverty_log (0.35),scst_pct (0.03),wage_timeliness_pct (0.06),agri_worker_pct (0.11)
Tamil Nadu,Theni,Tier III - Inclusive Development Districts,women_pct (3.58),poverty_log (0.43),avg_days_per_hh (0.34),scst_pct (0.01),night_lights_log (0.03),wage_timeliness_pct (0.04)
Tamil Nadu,The Nilgiris,Tier III - Inclusive Development Districts,women_pct (3.61),female_literacy_pct (0.46),poverty_log (0.37),night_lights_log (-0.68),scst_pct (-0.05),wage_timeliness_pct (0.06)
Tamil Nadu,Thiruvallur,Tier III - Inclusive Development Districts,women_pct (3.91),poverty_log (0.40),female_literacy_pct (0.33),scst_pct (0.03),wage_timeliness_pct (0.06),persondays_per_hh (0.08)
Tamil Nadu,Thiruvarur,Tier III - Inclusive Development Districts,women_pct (3.73),avg_days_per_hh (0.38),night_lights_log (0.20),scst_pct (-0.04),agri_worker_pct (0.06),poverty_log (0.10)
Tamil Nadu,Thoothukkudi,Tier III - Inclusive Development Districts,women_pct (3.91),poverty_log (0.41),female_literacy_pct (0.37),avg_days_per_hh (0.00),scst_pct (0.03),persondays_per_hh (0.07)
Tamil Nadu,Tiruchirappalli,Tier III - Inclusive Development Districts,women_pct (3.93),poverty_log (0.41),female_literacy_pct (0.31),scst_pct (0.05),wage_timeliness_pct (0.05),persondays_per_hh (0.07)
Tamil Nadu,Tirunelveli,Tier III - Inclusive Development Districts,women_pct (3.82),poverty_log (0.42),avg_days_per_hh (0.36),scst_pct (0.03),wage_timeliness_pct (0.06),agri_worker_pct (0.16)
Tamil Nadu,Tiruppur,Tier III - Inclusive Development Districts,women_pct (3.49),poverty_log (0.43),female_literacy_pct (0.31),avg_days_per_hh (-1.15),persondays_per_hh (-0.57),scst_pct (0.12)
Tamil Nadu,Tiruvannamalai,Tier III - Inclusive Development Districts,women_pct (3.80),avg_days_per_hh (0.37),poverty_log (0.19),scst_pct (-0.00),wage_timeliness_pct (0.03),agri_worker_pct (0.08)
Tamil Nadu,Vellore,Tier III - Inclusive Development Districts,women_pct (3.79),poverty_log (0.40),avg_days_per_hh (0.38),wage_timeliness_pct (0.03),scst_pct (0.04),female_literacy_pct (0.13)
Tamil Nadu,Viluppuram,Tier III - Inclusive Development Districts,women_pct (3.75),avg_days_per_hh (0.41),poverty_log (0.39),scst_pct (-0.04),wage_timeliness_pct (0.03),female_literacy_pct (0.07)
Tamil Nadu,Virudhunagar,Tier III - Inclusive Development Districts,women_pct (3.90),poverty_log (0.41),agri_worker_pct (0.24),scst_pct (0.01),wage_timeliness_pct (0.05),persondays_per_hh (0.08)
Telangana,Adilabad,Tier I - High Impact Districts,avg_days_per_hh (2.00),persondays_per_hh (1.22),poverty_log (0.43),female_literacy_pct (-0.25),wage_timeliness_pct (-0.13),agri_worker_pct (-0.06)
Telangana,Hyderabad,Tier IV - Improvement Potential Districts,women_pct (0.48),scst_pct (0.46),avg_days_per_hh (0.30),female_literacy_pct (-0.09),poverty_log (-0.07),wage_timeliness_pct (0.00)
Telangana,Karimnagar,Tier III - Inclusive Development Districts,women_pct (3.45),avg_days_per_hh (0.53),poverty_log (0.36),female_literacy_pct (0.01),scst_pct (0.01),wage_timeliness_pct (0.06)
Telangana,Khammam,Tier IV - Improvement Potential Districts,agri_worker_pct (0.58),women_pct (0.54),avg_days_per_hh (0.34),poverty_log (-0.14),night_lights_log (-0.11),female_literacy_pct (-0.06)
Telangana,Mahabubnagar,Tier I - High Impact Districts,avg_days_per_hh (1.49),persondays_per_hh (1.07),poverty_log (0.32),women_pct (-0.26),wage_timeliness_pct (-0.12),agri_worker_pct (0.03)
Telangana,Medak,Tier IV - Improvement Potential Districts,female_literacy_pct (0.44),women_pct (0.36),agri_worker_pct (0.31),avg_days_per_hh (-0.38),persondays_per_hh (-0.11),scst_pct (-0.09)
Telangana,Nalgonda,Tier IV - Improvement Potential Districts,women_pct (0.50),female_literacy_pct (0.46),avg_days_per_hh (0.44),poverty_log (-0.10),scst_pct (-0.01),night_lights_log (0.04)
Telangana,Nizamabad,Tier I - High Impact Districts,persondays_per_hh (0.79),avg_days_per_hh (0.77),poverty_log (0.32),women_pct (-0.42),wage_timeliness_pct (-0.19),female_literacy_pct (-0.12)
Telangana,Ranga Reddy,Tier I - High Impact Districts,avg_days_per_hh (1.52),persondays_per_hh (0.99),female_literacy_pct (0.42),night_lights_log (-0.41),women_pct (-0.30),wage_timeliness_pct (-0.10)
Telangana,Warangal,Tier IV - Improvement Potential Districts,women_pct (0.51),avg_days_per_hh (0.32),scst_pct (0.25),night_lights_log (-0.09),female_literacy_pct (-0.07),poverty_log (-0.06)
The Dadra And Nagar Haveli And Daman And Diu,Daman,Tier V - Special Challenge Districts,wage_timeliness_pct (3.98),agri_worker_pct (0.64),avg_days_per_hh (0.36),scst_pct (-0.10),night_lights_log (0.03),female_literacy_pct (0.03)
The Dadra And Nagar Haveli And Daman And Diu,Diu,Tier V - Special Challenge Districts,wage_timeliness_pct (3.98),agri_worker_pct (0.64),avg_days_per_hh (0.36),scst_pct (-0.10),night_lights_log (0.03),female_literacy_pct (0.03)
Tripura,Dhalai,Tier I - High Impact Districts,avg_days_per_hh (1.87),persondays_per_hh (1.25),night_lights_log (0.19),poverty_log (-0.38),women_pct (-0.13),agri_worker_pct (-0.07)
Tripura,North Tripura,Tier I - High Impact Districts,persondays_per_hh (0.94),avg_days_per_hh (0.77),women_pct (0.64),poverty_log (-0.26),wage_timeliness_pct (-0.09),night_lights_log (0.07)
Tripura,South Tripura,Tier IV - Improvement Potential Districts,women_pct (0.35),avg_days_per_hh (0.34),persondays_per_hh (0.24),poverty_log (-0.30),agri_worker_pct (-0.05),night_lights_log (-0.04)
Tripura,West Tripura,Tier II - Strong Performing Districts,avg_days_per_hh (0.93),persondays_per_hh (0.47),women_pct (0.46),scst_pct (-0.24),female_literacy_pct (-0.11),poverty_log (-0.09)
Uttarakhand,Almora,Tier II - Strong Performing Districts,avg_days_per_hh (0.81),persondays_per_hh (0.45),wage_timeliness_pct (0.28),poverty_log (-0.23),agri_worker_pct (-0.16),female_literacy_pct (-0.03)
Uttarakhand,Bageshwar,Tier II - Strong Performing Districts,women_pct (0.45),avg_days_per_hh (0.40),night_lights_log (0.34),persondays_per_hh (-0.12),agri_worker_pct (-0.08),female_literacy_pct (-0.07)
Uttarakhand,Chamoli,Tier III - Inclusive Development Districts,women_pct (2.67),avg_days_per_hh (0.52),poverty_log (0.30),agri_worker_pct (-0.70),night_lights_log (-0.59),wage_timeliness_pct (0.01)
Uttarakhand,Champawat,Tier II - Strong Performing Districts,poverty_log (0.56),female_literacy_pct (0.53),agri_worker_pct (0.32),avg_days_per_hh (-0.18),night_lights_log (-0.06),persondays_per_hh (-0.03)
Uttarakhand,Dehradun,Tier I - High Impact Districts,persondays_per_hh (0.68),poverty_log (0.53),women_pct (0.43),night_lights_log (-0.09),female_literacy_pct (0.06),scst_pct (0.12)
Uttarakhand,Haridwar,Tier II - Strong Performing Districts,avg_days_per_hh (0.51),women_pct (0.44),scst_pct (0.37),night_lights_log (-0.08),persondays_per_hh (-0.02),female_literacy_pct (0.01)
Uttarakhand,Nainital,Tier I - High Impact Districts,persondays_per_hh (0.74),women_pct (0.58),poverty_log (0.52),night_lights_log (0.05),wage_timeliness_pct (0.11),scst_pct (0.18)
Uttarakhand,Pauri Garhwal,Tier III - Inclusive Development Districts,women_pct (2.80),avg_days_per_hh (0.50),poverty_log (0.32),night_lights_log (-0.56),agri_worker_pct (-0.33),scst_pct (0.01)
Uttarakhand,Pithoragarh,Tier II - Strong Performing Districts,avg_days_per_hh (0.90),women_pct (0.47),night_lights_log (0.42),agri_worker_pct (-0.28),poverty_log (-0.14),female_literacy_pct (-0.01)
Uttarakhand,Rudraprayag,Tier I - High Impact Districts,female_literacy_pct (0.59),persondays_per_hh (0.54),poverty_log (0.54),women_pct (-0.45),wage_timeliness_pct (-0.10),night_lights_log (0.10)
Uttarakhand,Tehri Garhwal,Tier II - Strong Performing Districts,avg_days_per_hh (0.87),wage_timeliness_pct (0.53),persondays_per_hh (0.49),women_pct (-1.37),poverty_log (-0.05),female_literacy_pct (-0.05)
Uttarakhand,Udham Singh Nagar,Tier II - Strong Performing Districts,avg_days_per_hh (0.88),women_pct (0.49),scst_pct (0.34),night_lights_log (-0.10),female_literacy_pct (-0.02),wage_timeliness_pct (0.09)
Uttarakhand,Uttarkashi,Tier I - High Impact Districts,poverty_log (0.70),female_literacy_pct (0.57),agri_worker_pct (0.37),avg_days_per_hh (-0.05),persondays_per_hh (-0.00),women_pct (0.07)
Uttar Pradesh,Agra,Tier II - Strong Performing Districts,avg_days_per_hh (0.78),persondays_per_hh (0.32),scst_pct (0.29),night_lights_log (-0.03),female_literacy_pct (-0.00),agri_worker_pct (0.02)
Uttar Pradesh,Aligarh,Tier II - Strong Performing Districts,avg_days_per_hh (1.04),persondays_per_hh (0.60),women_pct (0.36),night_lights_log (0.02),agri_worker_pct (0.03),female_literacy_pct (0.07)
