fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,May,02,ANDHRA PRADESH,0201,SRIKAKULAM,11784695,170.830311024539,30,8531,133.68096,6583,83,72563,10996560,1106629,107348,1073526,95409,544.88626,19464.02487,356790,528094,445914,1024381,873,590159,1295785,79146,18785.45765,7325906,67,94.59,93.12,101.19,NA
2019-2020,May,02,ANDHRA PRADESH,0202,VIZIANAGARAM,10444221,182.882676528553,36,10235,134.52597,2956,30,66624,12498488,1245755,108378,1532589,134322,444.06348,23436.15883,346116,542950,403025,966665,1068,519744,1187155,69580,22857.56938,7994764,56,95.15,94.4,100.87,NA
2019-2020,May,02,ANDHRA PRADESH,0204,EAST GODAVARI,6704319,167.520099168133,24,8745,247.37776,2565,11,110158,8177627,2755028,317672,1161148,185905,510.60017,14457.14679,329907,465930,513129,1068043,277,852073,1647047,112723,13699.16886,4565001,44,69.19,76.29,102.02,NA
2019-2020,May,02,ANDHRA PRADESH,0211,Y.S.R,6860205,176.526803746254,31,2875,222.52003,4010,8,68405,5473414,1143952,152500,116734,16111,542.07398,10426.6368,174297,261670,281647,620559,558,565678,1152550,72415,9662.04279,3445592,66,75.38,79.03,102.52,NA
2019-2020,April,02,ANDHRA PRADESH,0205,WEST GODAVARI,2126468,133.074878514714,12,2514,0,2258,24,82662,2051483,740324,307866,194555,61309,217.32202,2947.33053,167240,244758,417607,880084,6,750082,1484415,84920,2730.00851,1143137,52,48.9,47,105.09,NA
2019-2020,April,02,ANDHRA PRADESH,0206,KRISHNA,1685715,106.357720148592,13,2391,0,1315,20,83049,1759448,705327,287959,52625,27324,210.90407,2082.21285,130652,202894,324708,738931,4,641670,1370849,84364,1871.30878,990804,38,26.67,39.37,105.93,NA
2019-2020,April,02,ANDHRA PRADESH,0207,GUNTUR,1639175,94.4821959863782,12,2253,0.03,800,43,91075,2119831,743227,300241,141525,61494,224.26248,2227.15536,163257,262269,424580,907418,6,814262,1609097,91875,2002.86288,1164807,36,21.03,30.44,104.58,NA
2019-2020,April,02,ANDHRA PRADESH,0213,KURNOOL,2649562,106.528871632505,13,2580,0,1181,22,83956,2533040,630025,256516,89673,26413,292.73401,2991.15294,189289,306864,425636,1022392,2,826449,1764321,85137,2698.41893,1476238,52,57.35,63.9,103.75,NA
2019-2020,June,02,ANDHRA PRADESH,0207,GUNTUR,7632169,192.401636149656,25,3382,67.0615,5454,19,103940,6781409,2337450,300209,421355,61469,671.61751,13786.22088,262712,435332,424756,907466,1604,815775,1611587,109394,13047.54187,3731931,31,34.34,52.71,105.02,NA
2019-2020,June,02,ANDHRA PRADESH,0209,NELLORE,5520411,200.891975268684,26,2296,72.65644,4182,12,58710,4325528,1373829,243516,237193,56289,625.19325,9387.48833,163828,240042,320683,702182,817,618687,1258562,62892,8689.63864,2670068,50,72.61,72.96,103.36,NA
2019-2020,March,02,ANDHRA PRADESH,0204,EAST GODAVARI,14452170,213.363129369946,47,10270,10089.39056,56860,32,98251,19132388,5961883,317148,3264706,184875,3436.83023,54347.68255,399945,585828,516081,1069137,53222,866729,1666866,155111,40821.46176,10441283,46,54.64,57,102.07,NA
2019-2020,March,02,ANDHRA PRADESH,0207,GUNTUR,9967240,205.610522458498,30,3655,7719.59358,44359,17,82446,8587974,2846717,300435,664206,61447,2483.69851,27861.0703,285621,475256,425969,908957,8699,822922,1623589,126805,17657.77821,4708049,33,36.61,47.06,106.74,NA
2019-2020,Aug,02,ANDHRA PRADESH,0201,SRIKAKULAM,17190776,205.455391594492,46,9070,133.68096,19506,81,77075,17516015,1785892,106907,1726109,93461,1654.92195,37776.20012,379237,573838,446376,1019936,12306,592869,1294771,96581,35987.59721,11733000,71,95.26,93.61,102.23,NA
2019-2020,Dec,02,ANDHRA PRADESH,0201,SRIKAKULAM,17775167,205.370243471223,47,9214,4359.41414,29973,80,74466,18442467,1896200,106401,1921437,93232,2668.14287,44902.89639,384304,583675,446243,1015478,18405,596520,1294350,104439,37875.33938,12357122,72,93.47,90.93,102.16,NA
2019-2020,Dec,02,ANDHRA PRADESH,0204,EAST GODAVARI,12227383,211.18353002066,40,9865,6928.16618,43801,32,95564,15673523,4918760,317361,2658648,184974,2626.36733,42654.43266,383296,556400,515990,1069519,21639,862735,1661204,139365,33099.89915,8506074,49,63.26,66.52,102.27,NA
2019-2020,Nov,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,14821021,205.857053573283,48,4758,4215.2285708,30915,20,126630,15261469,703359,47659,6663587,352385,1975.69208,37607.7310662,313655,516032,376498,831651,22114,500526,1071628,157545,31416.8104154,9014677,73,75.61,76.04,104.07,NA
2019-2020,Nov,02,ANDHRA PRADESH,0206,KRISHNA,6901176,204.674649230724,29,3691,1269.35803,39204,5,65463,6272713,2396975,288003,208381,27321,1323.32711,15431.33847,211400,344620,325397,739455,2581,645187,1375954,104667,12838.65333,3569087,37,48.92,62,105.95,NA
2019-2020,Nov,02,ANDHRA PRADESH,0211,Y.S.R,11801447,215.544427029142,49,3446,4715.66772,22415,4,65815,10032046,2161821,151963,234725,16017,2231.58375,28570.76754,204077,314097,283454,618878,15264,570439,1154118,88230,21623.51607,6359332,67,79.71,84.2,107.09,NA
2019-2020,Dec,02,ANDHRA PRADESH,0207,GUNTUR,9017824,203.521369215087,28,3514,1696.94495,35231,17,82798,7741019,2607231,300403,546020,61454,1852.71555,19304.28836,276161,458424,425715,908627,3375,819535,1617754,118029,15754.62786,4270703,34,38.09,52.59,106.46,NA
2019-2020,Dec,02,ANDHRA PRADESH,0211,Y.S.R,12117400,214.264249224471,50,3482,4715.66772,22767,4,66969,10386460,2240641,151951,247898,16007,2394.58684,29364.7251,206706,318614,283539,618768,17913,570887,1154548,89736,22254.47054,6582244,66,79.47,83.86,107.52,NA
2019-2020,March,02,ANDHRA PRADESH,0201,SRIKAKULAM,21802650,205.144712759331,59,9598,7496.22301,38413,80,77889,23618104,2486034,106282,2375853,93142,3448.88244,59396.39706,397980,613759,446386,1014703,78828,600326,1298816,116302,48451.29161,16092157,66,76.11,74.99,101.83,NA
2019-2020,March,02,ANDHRA PRADESH,0208,PRAKASAM,22923878,209.36773408819,46,6220,4634.69255,31284,1,71416,19522653,5170254,320840,603122,40288,3302.27198,48811.10075,422679,695887,508417,1074878,38592,776853,1500912,102700,40874.13622,11578652,49,61.04,62.74,105,NA
2019-2020,March,02,ANDHRA PRADESH,0211,Y.S.R,13969173,215.986671049568,55,3701,6792.42224,29438,4,69519,12116783,2661079,151984,293211,16004,3228.87315,36191.93163,218789,341354,283727,618972,36602,572702,1157373,98957,26170.63624,7704880,62,55.51,58.63,108.02,NA
2019-2020,March,02,ANDHRA PRADESH,0212,ANANTAPUR,17923383,213.177755240358,58,7927,4095.77688,27339,69,77963,18789985,3272075,194100,878760,48744,3487.02685,47638.871963,321332,560034,418740,1023036,68567,862869,1936174,105302,40056.068233,10423325,67,71.89,73.19,103.32,NA
2019-2020,Feb,02,ANDHRA PRADESH,0211,Y.S.R,12970595,211.232552336971,52,3633,6725.57151,25473,4,72243,11382298,2475355,151984,273920,16004,2992.08963,33760.77972,215377,334641,283709,618986,26616,572131,1156472,97716,24043.11858,7218145,62,70.53,74.53,108.21,NA
2019-2020,Aug,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,13735881,205.042092605489,45,4679,233.1007308,18585,22,134904,14010811,651349,47855,5987041,353593,1274.415,30235.5757962,308440,505435,376479,833614,14777,499115,1071885,153489,28728.0600654,8304258,73,79.03,80.01,104.1,NA
2019-2020,Aug,02,ANDHRA PRADESH,0204,EAST GODAVARI,10921863,211.94974315856,35,9448,250.54876,20704,11,106242,12840023,4171723,317310,1998233,185405,1461.08494,28926.02947,364539,524464,514682,1068300,5758,856199,1651545,126946,27214.39577,7066134,46,72.39,79.1,102.44,NA
2019-2020,Aug,02,ANDHRA PRADESH,0205,WEST GODAVARI,8888012,204.374237348518,32,4104,271.72672,16899,5,87460,9229314,3352845,308567,797792,61181,970.8501,20104.91692,281707,433020,420153,883971,4006,755208,1493163,104359,18862.3401,5137926,48,65.87,71,105.13,NA
2019-2020,Aug,02,ANDHRA PRADESH,0207,GUNTUR,8518985,201.103609696894,26,3429,67.0615,10493,18,101707,7141957,2447075,300422,459966,61473,1056.03813,15485.83296,269166,446326,425528,908551,2344,817849,1615020,112200,14362.73333,3932680,31,35.63,53.28,105.73,NA
2019-2020,Aug,02,ANDHRA PRADESH,0209,NELLORE,7646452,215.70285092958,31,2557,72.65644,7621,11,57835,5797723,1847265,243550,328523,56350,968.32327,13546.83351,185627,275692,321573,702875,2578,621552,1262207,65456,12505.8538,3575221,50,76.98,77.41,108.65,NA
2019-2020,Aug,02,ANDHRA PRADESH,0213,KURNOOL,10460892,199.999655263688,35,4073,120.5626,13795,7,91240,10457268,2480801,255948,336733,26409,1450.22592,22485.28847,290894,498883,427745,1021630,5443,835371,1775446,105035,20914.49995,6054778,52,72.09,77.45,106.36,NA
2019-2020,May,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,8274161,173.01162133474,29,4327,231.7507308,9565,23,132006,8339450,384638,48077,3597927,391699,512.071,15172.0393862,283562,454560,376032,873929,1342,497249,1112129,141571,14428.2176554,4922409,72,70.55,70.5,102.49,NA
2019-2020,May,02,ANDHRA PRADESH,0205,WEST GODAVARI,6007816,163.627063530685,23,3671,271.72672,9055,5,84726,5784685,2074835,307870,508328,61296,390.93333,10127.97025,250528,379049,417722,880113,326,750456,1484911,93781,9465.3102,3207350,48,56.8,62,103,NA
2019-2020,May,02,ANDHRA PRADESH,0206,KRISHNA,4158111,169.222196984996,21,3252,102.92072,3731,10,89179,3971206,1546271,287916,126449,27323,342.6619,7165.74466,182071,292034,324760,738898,268,642281,1371709,92910,6720.16204,2246805,37,38.9,54.5,104.53,NA
2019-2020,May,02,ANDHRA PRADESH,0213,KURNOOL,6465005,161.112838136263,26,3591,120.5626,3636,9,90329,7005238,1714854,256434,200900,26398,537.26811,11944.16847,260943,441142,425770,1022154,533,826748,1764267,93965,11286.33776,4045984,51,64.46,70.63,103.58,NA
2019-2020,March,02,ANDHRA PRADESH,0213,KURNOOL,14917348,204.764627943469,40,4467,3457.20125,40926,5,80286,12764149,2966640,256049,560675,26463,3358.31673,32951.98019,316733,549364,429229,1023029,14352,846502,1794277,121212,26136.46221,7324172,53,58.79,60.47,107.64,NA
2019-2020,Sep,02,ANDHRA PRADESH,0204,EAST GODAVARI,11103252,210.373165080744,36,9547,945.08125,26973,11,104663,13482269,4361827,317310,2095981,185046,1825.36919,31133.52646,369966,533301,515174,1068514,8997,857916,1653686,131636,28363.07602,7386807,48,66.05,71.47,102.39,NA
2019-2020,Sep,02,ANDHRA PRADESH,0213,KURNOOL,10922190,200.605535181062,36,4142,687.17149,18249,5,89622,10743280,2534723,255929,360639,26433,1722.70976,23961.49559,294378,506005,428253,1021998,6334,837162,1778127,107871,21551.61434,6208071,53,72.44,76.98,106.71,NA
2019-2020,April,02,ANDHRA PRADESH,0204,EAST GODAVARI,2411547,125.195096302018,11,6328,0,715,18,103024,2511370,857078,317874,313002,185928,283.64176,3427.75385,212637,281835,512925,1068466,0,851181,1646517,103739,3144.11209,1423663,47,74.39,79.56,102.82,NA
2019-2020,July,02,ANDHRA PRADESH,0202,VIZIANAGARAM,15933488,220.781059108159,51,10534,134.52597,4546,29,67784,18343339,1889307,106121,2182544,129270,1198.44067,41831.58476,354578,565068,403192,946206,16803,520763,1164979,72330,40498.61812,11780095,56,95.61,94.91,101.42,NA
2019-2020,July,02,ANDHRA PRADESH,0204,EAST GODAVARI,10609985,210.302289822233,34,9376,250.54876,11233,11,110995,12491188,4088315,317263,1924950,185572,1281.57969,27801.38284,360542,517838,513840,1067549,4383,854641,1649570,122228,26269.25439,6884855,44,74.7,82.34,102.45,NA
2019-2020,July,02,ANDHRA PRADESH,0210,CHITTOOR,10012607,201.462660912298,35,3476,63.55645,5420,24,110993,5945164,1732284,241735,269726,35320,1067.57036,13108.4124,169239,253937,372936,851263,4221,693861,1482569,116413,11977.28559,3629241,74,75.61,83.46,105.98,NA
2019-2020,Oct,02,ANDHRA PRADESH,0205,WEST GODAVARI,9434266,203.185897593381,34,4181,961.60377,40593,5,74489,10094660,3604154,308941,847778,61201,1222.43609,22694.96539,291726,451560,421308,885842,5974,757817,1497707,115082,20510.92553,5596964,53,65.87,66.1,105.2,NA
2019-2020,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,19562901,209.993530921311,40,5878,775.54297,23644,1,66513,16464632,4380087,320753,502563,40249,1929.31914,37279.5242,403332,656540,507871,1074288,12953,772506,1494012,90157,34574.66209,9781267,53,82.87,85.03,104.68,NA
2019-2020,Oct,02,ANDHRA PRADESH,0210,CHITTOOR,12081195,207.253384532927,42,3989,1104.85229,22648,17,110134,8306316,2403022,241766,360107,35371,1583.09415,19903.06748,197692,301552,373847,851844,14191,696325,1485721,132782,17215.12104,5054132,75,79.2,86.02,105.01,NA
2019-2020,Nov,02,ANDHRA PRADESH,0204,EAST GODAVARI,11796238,210.757041097098,39,9787,6928.16618,41291,32,96223,15059798,4758425,317362,2506203,185002,2290.31529,40958.06613,380244,551224,515860,1069415,17596,861329,1658968,137514,31739.58466,8178603,49,63.23,66.83,102.25,NA
2019-2020,May,02,ANDHRA PRADESH,0207,GUNTUR,5083100,167.852564653581,22,3180,67.0615,5331,19,100268,5618985,1935418,300216,340486,61474,383.1559,9881.82783,248404,409706,424650,907371,390,815010,1610281,105599,9431.61043,3095853,32,29.32,45.91,104.23,NA
2019-2020,May,02,ANDHRA PRADESH,0212,ANANTAPUR,7441425,178.467462414478,31,5466,36.35755,5464,70,68867,7262770,1235550,193881,311056,48638,598.59754,13596.63641,228195,381313,415573,1020396,830,850774,1916510,74331,12961.68132,4015558,68,74.64,75.82,101.75,NA
2019-2020,Oct,02,ANDHRA PRADESH,0207,GUNTUR,8762653,202.862515757786,27,3484,652.39922,29292,17,86924,7452665,2531231,300407,495643,61474,1380.70822,17151.77115,273855,454347,425643,908587,2750,818665,1616244,116216,15118.66371,4109253,33,36.88,52.91,105.93,NA
2019-2020,April,02,ANDHRA PRADESH,0209,NELLORE,1551523,200.430851921261,10,1292,0,259,42,58323,1011185,309151,243704,51925,56273,211.93027,2238.65698,92746,126937,320279,702382,2,617733,1258300,58582,2026.72671,639037,52,46.48,44.36,102.75,NA
2019-2020,Aug,02,ANDHRA PRADESH,0208,PRAKASAM,18044131,209.399160897051,40,5830,79.55201,17206,2,69239,15969435,4276542,320798,455371,40246,1470.51716,34989.93206,399203,648442,507585,1074392,11028,771266,1492526,86445,33439.86289,9497513,51,83.76,86.11,104.37,NA
2019-2020,Aug,02,ANDHRA PRADESH,0212,ANANTAPUR,13213101,211.219397871711,46,6529,36.35755,14585,69,71977,12459305,2165910,193897,546138,48669,1576.53453,27929.36108,268230,457545,417401,1021649,14455,856217,1924582,86562,26316.469,6916895,70,81.86,83.57,103.98,NA
2019-2020,Feb,02,ANDHRA PRADESH,0208,PRAKASAM,21685396,206.553866564567,43,6088,4600.50223,29756,1,70830,18032002,4776875,320847,566544,40289,3142.08181,44988.38139,416114,681416,508390,1074864,21205,775647,1498828,100586,37245.79735,10695459,49,72.37,74.36,105.26,NA
2019-2020,Feb,02,ANDHRA PRADESH,0213,KURNOOL,13543323,201.298127396737,38,4356,3384.58809,39012,5,80098,11963399,2781738,256058,510864,26463,3125.21096,30591.89721,308848,533648,429207,1023059,10265,845071,1791774,119110,24082.09816,6871043,53,65.72,67.55,108.02,NA
2019-2020,Jan,02,ANDHRA PRADESH,0205,WEST GODAVARI,10464588,204.387488124171,36,4265,2650.99055,48505,5,76684,10796720,3837835,309016,889741,61228,1898.17313,26616.3084878,297712,461614,421595,886191,8763,759182,1499976,125189,22067.1448078,5984508,50,63.61,61.56,105.24,NA
2019-2020,Jan,02,ANDHRA PRADESH,0210,CHITTOOR,13949402,207.274060181337,46,4398,2964.43794,34115,17,113623,10211571,2887680,242009,448702,35409,2535.97008,26666.34584,220806,339961,374548,852917,26401,698726,1489525,147738,21165.93782,6173977,69,76.12,82.97,105.51,NA
2019-2020,Nov,02,ANDHRA PRADESH,0202,VIZIANAGARAM,16556419,222.917816421688,52,10605,3842.84184,21166,27,58066,18844884,1967714,105866,2306447,128798,2093.391,47944.83676,356656,570169,403413,943915,19659,522276,1164439,79232,42008.60392,12076124,58,94.32,93.77,101.47,NA
2019-2020,Nov,02,ANDHRA PRADESH,0205,WEST GODAVARI,9787687,205.46812797175,35,4194,2193.06166,45103,5,70704,10334187,3680637,308956,858274,61224,1473.91882,24900.44105,292941,453695,421442,885961,6861,758423,1498671,115807,21233.46057,5728221,53,65.16,63.76,105.13,NA
2019-2020,Nov,02,ANDHRA PRADESH,0208,PRAKASAM,20038617,210.285040626237,41,5902,2216.82845,25636,1,65044,16603556,4412778,320810,521498,40266,2205.93985,39337.56278,404329,658507,507992,1074449,13554,773195,1495088,90680,34914.79448,9860693,53,81.26,83.34,104.83,NA
2019-2020,Nov,02,ANDHRA PRADESH,0213,KURNOOL,11554036,203.416452637309,37,4178,1758.85303,30353,5,80840,11104785,2600066,256016,411742,26450,2138.495,26486.30775,297865,512767,428719,1022483,7280,840269,1783443,111193,22588.95972,6406931,55,68.73,71.43,107.3,NA
2019-2020,Dec,02,ANDHRA PRADESH,0209,NELLORE,9853248,216.366658953325,34,2719,960.73649,17402,11,52982,6780459,2165538,243545,405107,56352,1684.87883,17316.26792,199076,297477,321972,703083,5103,623285,1264342,70384,14670.6526,4162455,50,76.25,77.27,107.94,NA
2019-2020,Dec,02,ANDHRA PRADESH,0210,CHITTOOR,13395106,206.886207523591,45,4274,2614.2692,29453,17,109239,9656772,2758369,241960,425646,35408,2183.24284,24776.0414,213103,327291,374393,852668,22447,698149,1488659,138692,19978.52936,5853249,73,77.79,84.6,105.16,NA
2019-2020,March,02,ANDHRA PRADESH,0209,NELLORE,11794281,216.066582226275,36,2892,6322.48245,18911,10,60089,7744319,2491999,243525,480898,56349,2311.59684,25366.96467,211836,319198,322029,703091,9057,624152,1265614,79000,16732.88538,4734235,45,48.16,49.57,107.19,NA
2019-2020,June,02,ANDHRA PRADESH,0201,SRIKAKULAM,15987119,190.208999354204,41,8865,133.68096,10889,82,72624,15548249,1570118,107340,1525015,95404,907.94315,30615.79295,371626,558423,446118,1024088,6326,591100,1296681,83513,29574.16884,10383901,68,95.06,94.36,101.08,NA
2019-2020,June,02,ANDHRA PRADESH,0204,EAST GODAVARI,9766449,199.589136430729,32,9252,250.54876,4977,11,114863,11559258,3826833,317532,1739070,185665,913.10655,24234.67853,355365,508883,513339,1067511,2657,853057,1647618,119840,23071.02322,6395777,44,73.99,81.98,101.84,NA
2019-2020,June,02,ANDHRA PRADESH,0206,KRISHNA,5796781,190.509497358249,26,3577,102.92072,4644,7,94324,5352699,2072425,287913,172444,27319,524.1088,10824.42948,200866,325366,324849,738921,1145,642671,1372216,98968,10197.39996,3039217,35,45.76,62.21,104.09,NA
2019-2020,June,02,ANDHRA PRADESH,0213,KURNOOL,8758217,188.129177053495,33,3905,120.5626,5684,7,93572,9299438,2236833,256432,278079,26419,861.86636,18477.38514,279694,477799,426496,1022492,2735,829513,1768157,99256,17494.95618,5382937,51,70.09,76.6,103.75,NA
2019-2020,July,02,ANDHRA PRADESH,0213,KURNOOL,9929694,196.479404483354,35,4003,120.5626,7245,7,94227,10129826,2422397,256293,303820,26416,1138.04197,21161.62637,286381,490495,427232,1022680,4385,833366,1773864,101472,19903.0218,5874004,51,71.73,77.77,105.87,NA
2019-2020,Sep,02,ANDHRA PRADESH,0202,VIZIANAGARAM,16237103,222.912183242286,52,10574,786.25792,13251,27,65040,18677130,1934253,105962,2262573,128921,1723.3426,44143.19877,355966,568656,403273,944956,18694,521385,1164513,78291,41633.59825,11973520,58,95.26,94.54,101.44,NA
2019-2020,Oct,02,ANDHRA PRADESH,0212,ANANTAPUR,13985883,212.005070803591,48,6852,680.40979,20353,69,71998,13685464,2376286,193954,612639,48704,2035.79776,31730.085193,281681,483481,418049,1022111,20787,858263,1927668,92351,29013.877643,7568857,71,80.39,81.87,103.88,NA
2019-2020,July,02,ANDHRA PRADESH,0205,WEST GODAVARI,8621997,199.894088443177,32,4077,271.72672,12413,5,87453,8971410,3266959,308063,787776,61230,859.98671,19065.03167,278105,426849,418651,881442,3589,752806,1488963,99866,17933.31824,4996348,47,65.37,71.79,105.13,NA
2019-2020,Aug,02,ANDHRA PRADESH,0202,VIZIANAGARAM,16157324,222.245038833975,52,10550,134.52597,9340,29,67117,18537376,1913904,106012,2226906,128951,1402.5401,42735.46456,355302,566947,403240,945248,17887,521137,1164498,76457,41198.39849,11892647,57,95.44,94.68,101.43,NA
2019-2020,Aug,02,ANDHRA PRADESH,0211,Y.S.R,10983075,213.274357213377,46,3327,222.52003,13326,8,69074,9125151,1956953,152391,206805,16140,1285.9398,20970.06697,196586,300937,283065,620828,9973,569690,1156931,82400,19461.60714,5784923,66,81.38,86.33,106.86,NA
2019-2020,Sep,02,ANDHRA PRADESH,0206,KRISHNA,6553031,203.842703216601,28,3649,828.87093,19311,5,83034,5968164,2290785,287979,194470,27325,1004.4254,13998.96316,208275,338941,325161,739235,1971,644174,1374506,102345,12165.66683,3396474,36,47.83,63.55,105.94,NA
2019-2020,June,02,ANDHRA PRADESH,0211,Y.S.R,9440487,198.297219287458,41,3182,222.52003,4727,8,71076,7754739,1646913,152564,169366,16148,779.03739,16378.98922,188048,286173,282229,620992,5289,567099,1154270,75803,15377.4318,4889999,66,80.23,84.88,103.13,NA
2019-2020,June,02,ANDHRA PRADESH,0212,ANANTAPUR,10605150,197.761840216887,40,6046,36.35755,7252,69,70236,10160498,1759040,193926,437933,48645,944.55979,21074.50516,249045,421501,416257,1020988,6632,852608,1919208,77488,20093.58782,5623843,68,79.51,81.21,101.96,NA
2019-2020,Nov,02,ANDHRA PRADESH,0209,NELLORE,9362204,216.624228954587,33,2692,960.73649,16715,11,52387,6587647,2104991,243584,391428,56358,1443.4844,16674.66041,196905,293894,321956,703159,4512,623024,1264159,69102,14270.43952,4050476,50,76.78,77.23,108.12,NA
2019-2020,Nov,02,ANDHRA PRADESH,0210,CHITTOOR,12727916,207.22437607931,43,4104,2614.2692,24339,17,109880,8951899,2579103,241885,387720,35403,1959.36256,23124.14861,204680,313349,374212,852376,18012,697456,1487461,134219,18550.51685,5439021,75,79.56,86.23,104.98,NA
2019-2020,Dec,02,ANDHRA PRADESH,0202,VIZIANAGARAM,16792261,219.804561499553,54,10702,3842.84184,22312,27,58682,19420938,2081980,105754,2421507,128395,2327.34723,48858.29668,358207,573825,403462,942936,22646,523002,1164227,80994,42688.10761,12460797,57,93.36,92.9,101.5,NA
2019-2020,Dec,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,15230581,204.013580816097,50,4816,4215.2285708,36916,20,122211,16075436,748539,47658,7027751,351381,2230.09143,39241.3926162,316946,522560,376511,830646,27606,501053,1070707,159127,32796.0726154,9512469,73,75.08,75.6,103.91,NA
2019-2020,Dec,02,ANDHRA PRADESH,0212,ANANTAPUR,14949951,211.295118301856,50,7096,2217.38425,23474,69,70365,14678806,2546015,194052,679331,48721,2613.50917,35846.493923,290393,500467,418406,1022610,27716,860157,1931088,93839,31015.600503,8120465,70,77.21,78.42,103.88,NA
2019-2020,Dec,02,ANDHRA PRADESH,0213,KURNOOL,11989422,203.035199107651,37,4217,1758.85303,34733,5,78006,11296025,2633734,256009,437462,26448,2432.25745,27126.01733,300041,516859,428802,1022497,7885,841415,1785379,112739,22934.90685,6510925,54,68.47,70.78,107.53,NA
2019-2020,May,02,ANDHRA PRADESH,0210,CHITTOOR,6291864,180.283284185274,24,2873,63.55645,2454,30,108484,3428077,979112,242098,157313,35334,505.78591,6749.59216,140878,206808,372157,852161,384,692085,1482520,110938,6180.2498,2079283,74,67.84,74.65,102.87,NA
